,Unnamed: 0,NAME,gap,SOLUTION TIME,status,Unnamed: 0_grid,gap_grid,SOLUTION TIME_grid,status_grid,Unnamed: 0_rl,gap_rl,SOLUTION TIME_rl,status_rl,Unnamed: 0_rndm,gap_rndm,SOLUTION TIME_rndm,status_rndm,Unnamed: 0_partition,gap_partition,SOLUTION TIME_partition,status_partition,Unnamed: 0_hetero,gap_hetero,SOLUTION TIME_hetero,status_hetero,Unnamed: 0_dumb,gap_dumb,SOLUTION TIME_dumb,status_dumb
37,37,dws008-01,3.67585244721546,3.4646643333333333,nodelimit,37,3.9292879098910607,3.803452,nodelimit,37,3.872355452020724,3.2766036666666665,nodelimit,37,3.8528833290412767,3.4084233333333334,nodelimit,39,3.9292879098910607,3.931453666666666,nodelimit,39,3.9292879098910607,3.842668,nodelimit,37,3.9170295751797375,3.1916396666666667,nodelimit
38,38,neos-5107597-kakapo,65.49129755447763,1.5414446666666668,nodelimit,38,3.333333333333333e+19,1.3664766666666666,nodelimit,38,473.419578143373,1.2115846666666668,nodelimit,38,10005.12898729592,1.3346483333333332,nodelimit,40,3.333333333333334e+19,1.3651860000000002,nodelimit,40,6.666666666666666e+19,1.3699156666666663,nodelimit,38,3.3333333333333344e+19,1.3797126666666666,nodelimit
39,39,f2gap401600,0.0003330035946205,0.821055,nodelimit,39,0.0002973073333804,1.328059,nodelimit,39,0.0003255219686785,1.0503526666666667,nodelimit,39,0.0003548195689592,0.8036469999999999,nodelimit,41,0.0003674758256912,0.7649659999999999,nodelimit,41,0.0003674758256912,0.7586643333333333,nodelimit,39,0.0003622322398178,0.7292133333333334,nodelimit
40,40,h50x2450,0.3943465805902291,2.473732,nodelimit,40,0.3320332002951936,2.607003,nodelimit,40,0.3630017597967125,2.451207333333333,nodelimit,40,0.3616252660586087,2.4130983333333336,nodelimit,42,0.3609153567706411,2.5825786666666666,nodelimit,42,0.3609153567706411,2.474426333333333,nodelimit,40,0.3542128277416448,2.570400333333333,nodelimit
41,41,icir97_tension,0.0042841692130489,1.364687,nodelimit,41,0.0043048957331161,1.1949753333333333,nodelimit,41,0.0045125279758382,1.2735673333333333,nodelimit,41,0.004003628009581,1.1731923333333334,nodelimit,43,0.0041322008831065,1.1565843333333332,nodelimit,43,0.0041322008831065,1.128585333333333,nodelimit,41,0.0039709872114954,1.1668626666666666,nodelimit
42,42,neos-5261882-treska,0.8534228810135516,1.1308676666666668,nodelimit,42,0.8508615440315416,1.0646943333333334,nodelimit,42,0.8472720921946105,1.0981743333333334,nodelimit,42,0.8554960513926956,1.1513083333333334,nodelimit,44,0.8367688133131903,1.0776366666666666,nodelimit,44,0.8367688133131903,1.050777,nodelimit,42,0.8170192984520698,1.2235653333333334,nodelimit
43,43,23588,0.0402477412470908,2.7356156666666664,nodelimit,43,0.040354567793251,2.7927533333333336,nodelimit,43,0.0401677559487473,2.853756,nodelimit,43,0.0407014893840185,2.8590886666666666,nodelimit,45,0.0405448229256169,2.8851223333333333,nodelimit,45,0.0405448229256169,2.862035,nodelimit,43,0.0409161091096242,2.8487603333333333,nodelimit
44,44,neos-4387871-tavua,1.0338709933684955,3.7854306666666666,nodelimit,44,0.9779093002184096,3.63382,nodelimit,44,1.0157623754828855,3.405459333333333,nodelimit,44,0.986041606852817,3.5918429999999995,nodelimit,46,1.0052364951544277,3.717737333333333,nodelimit,46,0.9891202552078816,3.8023206666666662,nodelimit,44,0.9822572070206608,3.548379666666667,nodelimit
45,45,milo-v12-6-r2-40-1,0.0496688154569536,1.7085956666666666,nodelimit,45,0.0605465481881783,1.588887,nodelimit,45,0.0486629567280601,1.6534596666666663,nodelimit,45,0.0452282160881482,1.7353166666666666,nodelimit,47,0.0536298495971265,1.703191,nodelimit,47,0.0514406053908821,1.68623,nodelimit,45,0.0453783271965929,1.852628,nodelimit
46,46,neos-4343293-stony,1.2328090544491823,12.773256000000002,nodelimit,46,1.1093385063823449,13.761925333333332,nodelimit,46,1.240427004190816,12.257076,nodelimit,46,1.2429273403729748,12.338761,nodelimit,48,1.2496478757711915,12.478646333333332,nodelimit,48,1.1018396492388478,13.83146,nodelimit,46,1.245393126982944,11.95581,nodelimit
47,47,p500x2988,0.012826318361105,1.264217666666667,nodelimit,47,0.0122653087911875,1.2231283333333332,nodelimit,47,0.0125869866297952,1.3604956666666668,nodelimit,47,0.0119860538074618,1.264546333333333,nodelimit,49,0.0118653441666277,1.2947019999999998,nodelimit,49,0.0125285878034264,1.286865666666667,nodelimit,47,0.0128658244284659,1.2650156666666668,nodelimit
48,48,a2c1s1,0.7776420380695087,0.9181863333333332,nodelimit,48,0.633244002217539,0.7470216666666666,nodelimit,48,0.6495814814140866,0.7528739999999999,nodelimit,48,0.6617610379620968,0.7944896666666666,nodelimit,50,0.6087908013266626,0.7656366666666665,nodelimit,50,0.6087908013266626,0.7421503333333334,nodelimit,48,0.6609490550170442,0.7645759999999999,nodelimit
49,49,neos-1456979,0.1592970158648869,10.274679,nodelimit,49,0.1570461783439488,11.28691133333333,nodelimit,49,0.1598632642978271,11.519253,nodelimit,49,0.1570461783439489,10.794677333333333,nodelimit,51,0.1598632642978271,12.538756333333332,nodelimit,51,0.1627160095675772,12.903984666666666,nodelimit,49,0.1685312210789914,12.587889333333331,nodelimit
50,50,drayage-25-23,0.0485500885991075,8.298368333333334,nodelimit,50,0.049331410221536,8.304419333333334,nodelimit,50,0.0433011521830438,7.997003666666667,nodelimit,50,0.0321734637513818,7.834201666666666,nodelimit,52,0.0434547776762234,7.978449666666667,nodelimit,52,0.0390333238039967,7.807259666666667,nodelimit,50,0.0429337173118783,7.848404666666667,nodelimit
51,51,n5-3,0.0945680136048929,1.4534186666666666,nodelimit,51,0.0962886332333777,1.3533483333333332,nodelimit,51,0.0983303361814682,1.2590396666666666,nodelimit,51,0.0955996433603656,1.4527226666666666,nodelimit,53,0.0975964189502244,1.372401,nodelimit,53,0.0975964189502244,1.3652376666666666,nodelimit,51,0.0972110687385977,1.3090333333333335,nodelimit
52,52,bg512142,0.3270210997030974,2.528118,nodelimit,52,0.3250248765033656,2.4441256666666664,nodelimit,52,0.3291654563747968,2.6109476666666667,nodelimit,52,0.327027475926657,2.57176,nodelimit,54,0.3272837375012944,2.619636333333333,nodelimit,54,0.3272837375012944,2.5595696666666665,nodelimit,52,0.3284984741790533,2.4616930000000004,nodelimit
53,53,pg,0.2107703988704167,2.826285,nodelimit,53,0.2059998787784836,2.252603,nodelimit,53,0.1907568450329425,2.927710333333333,nodelimit,53,0.1789286871626725,2.9859123333333333,nodelimit,55,0.1985637313241218,2.444228666666667,nodelimit,55,0.1985637313241218,2.4102226666666664,nodelimit,53,0.1766981521929441,2.4286996666666667,nodelimit
54,54,n370b,0.309448878650131,14.136559333333333,nodelimit,54,0.3168465971950699,11.268229666666665,nodelimit,54,0.3129702657546137,12.983044666666666,nodelimit,54,0.3113344008471029,15.674734999999998,nodelimit,56,0.310930477373209,16.258610666666666,nodelimit,56,0.3190253540733559,10.532550333333331,nodelimit,54,0.3111144061840048,16.205095,nodelimit
55,55,22433,0.0035520707314562,3.5080916666666666,nodelimit,55,0.0047339128303671,3.341744,nodelimit,55,0.0041647394846294,2.5662776666666667,nodelimit,55,0.0039959074428827,2.5491206666666666,nodelimit,57,0.0040597837914623,2.533507333333333,nodelimit,57,0.0040597837914623,2.5017416666666663,nodelimit,55,0.0041530045940858,2.577107,nodelimit
56,56,seymour1,0.0095338888960361,7.0348,nodelimit,56,0.009866006220055,6.677332333333333,nodelimit,56,0.0098294099002565,6.570243333333333,nodelimit,56,0.0099320713157283,6.466338333333333,nodelimit,58,0.0096967378239647,6.682662,nodelimit,58,0.0100285181892597,6.794985333333333,nodelimit,56,0.0098093650503165,6.311094999999999,nodelimit
57,57,mik-250-20-75-2,0.0169800707127987,0.932571,nodelimit,57,0.0158616224512808,0.7343109999999999,nodelimit,57,0.0148568584109796,1.1975316666666669,nodelimit,57,0.0167385375989481,1.3609403333333334,nodelimit,59,0.0157702154935217,1.2243963333333332,nodelimit,59,0.0157702154935217,1.1979583333333332,nodelimit,57,0.015426044205368,1.4971246666666669,nodelimit
